state,district,month,age_0_5,age_5_17,age_18_plus,total
Delhi,Shahdara,2025-07,0,1152,4110,5262
Delhi,Shahdara,2025-09,0,221,1397,1618
Delhi,Shahdara,2025-10,0,102,1100,1202
Delhi,Shahdara,2025-11,0,287,2743,3030
Delhi,Shahdara,2025-12,0,311,3215,3526
Delhi,Shahdara,2026-01,0,17,168,185
Delhi,South Delhi,2025-03,0,2676,34434,37110
Delhi,South Delhi,2025-04,0,4255,33334,37589
Delhi,South Delhi,2025-05,0,2504,18669,21173
Delhi,South Delhi,2025-06,0,1394,12805,14199
Delhi,South Delhi,2025-07,0,2579,17974,20553
Delhi,South Delhi,2025-09,0,1361,11739,13100
Delhi,South Delhi,2025-10,0,723,8219,8942
Delhi,South Delhi,2025-11,0,1300,18436,19736
Delhi,South Delhi,2025-12,0,1646,23369,25015
Delhi,South Delhi,2026-01,0,135,1510,1645
Delhi,South East Delhi,2025-03,0,49,374,423
Delhi,South East Delhi,2025-09,0,20,168,188
Delhi,South East Delhi,2025-10,0,14,149,163
Delhi,South East Delhi,2025-11,0,44,420,464
Delhi,South East Delhi,2025-12,0,45,500,545
Delhi,South East Delhi,2026-01,0,2,23,25
Delhi,South West Delhi,2025-03,0,2768,26373,29141
Delhi,South West Delhi,2025-04,0,3332,22302,25634
Delhi,South West Delhi,2025-05,0,2268,15801,18069
Delhi,South West Delhi,2025-06,0,1160,8895,10055
Delhi,South West Delhi,2025-07,0,2497,14761,17258
Delhi,South West Delhi,2025-09,0,1689,9701,11390
Delhi,South West Delhi,2025-10,0,804,6623,7427
Delhi,South West Delhi,2025-11,0,1453,14497,15950
Delhi,South West Delhi,2025-12,0,1740,17695,19435
Delhi,South West Delhi,2026-01,0,125,1135,1260
Delhi,West Delhi,2025-03,0,3173,33060,36233
Delhi,West Delhi,2025-04,0,5515,33684,39199
Delhi,West Delhi,2025-05,0,3496,24891,28387
Delhi,West Delhi,2025-06,0,2119,17766,19885
Delhi,West Delhi,2025-07,0,4071,23232,27303
Delhi,West Delhi,2025-09,0,1599,11478,13077
Delhi,West Delhi,2025-10,0,849,8691,9540
Delhi,West Delhi,2025-11,0,1549,17525,19074
Delhi,West Delhi,2025-12,0,1764,19872,21636
Delhi,West Delhi,2026-01,0,127,1390,1517
Maharashtra,Ahilyanagar,2025-10,0,0,10,10
Maharashtra,Ahilyanagar,2025-11,0,3,191,194
Maharashtra,Ahilyanagar,2025-12,0,229,3150,3379
Maharashtra,Ahilyanagar,2026-01,0,16,195,211
Maharashtra,Ahmadnagar,2025-03,0,961,18228,19189
Maharashtra,Ahmadnagar,2025-09,0,1649,11389,13038
Maharashtra,Ahmadnagar,2025-10,0,1183,34847,36030
Maharashtra,Ahmadnagar,2025-11,0,1987,114632,116619
Maharashtra,Ahmadnagar,2025-12,0,1620,38566,40186
Maharashtra,Ahmadnagar,2026-01,0,112,1476,1588
Maharashtra,Ahmed Nagar,2025-09,0,29,272,301
Maharashtra,Ahmed Nagar,2025-10,0,16,883,899
Maharashtra,Ahmed Nagar,2025-11,0,26,3435,3461
Maharashtra,Ahmed Nagar,2025-12,0,28,1176,1204
Maharashtra,Ahmed Nagar,2026-01,0,0,37,37
Maharashtra,Akola,2025-03,0,413,7740,8153
Maharashtra,Akola,2025-06,0,40,222,262
Maharashtra,Akola,2025-07,0,378,2222,2600
Maharashtra,Akola,2025-09,0,588,3881,4469
Maharashtra,Akola,2025-10,0,384,7859,8243
Maharashtra,Akola,2025-11,0,679,33182,33861
Maharashtra,Akola,2025-12,0,571,9392,9963
Maharashtra,Akola,2026-01,0,35,384,419
Maharashtra,Amravati,2025-03,0,773,9375,10148
Maharashtra,Amravati,2025-04,0,336,2428,2764
Maharashtra,Amravati,2025-05,0,12,169,181
Maharashtra,Amravati,2025-06,0,168,835,1003
Maharashtra,Amravati,2025-07,0,312,1704,2016
Maharashtra,Amravati,2025-09,0,1050,6203,7253
Maharashtra,Amravati,2025-10,0,779,15297,16076
Maharashtra,Amravati,2025-11,0,1116,47830,48946
Maharashtra,Amravati,2025-12,0,1026,16176,17202
Maharashtra,Amravati,2026-01,0,65,775,840
Maharashtra,Aurangabad,2025-03,0,689,12554,13243
Maharashtra,Aurangabad,2025-06,0,404,2271,2675
Maharashtra,Aurangabad,2025-07,0,1234,6584,7818
Maharashtra,Aurangabad,2025-09,0,1316,9016,10332
Maharashtra,Aurangabad,2025-10,0,912,26904,27816
Maharashtra,Aurangabad,2025-11,0,1564,64401,65965
Maharashtra,Aurangabad,2025-12,0,1311,22963,24274
Maharashtra,Aurangabad,2026-01,0,127,1187,1314
Maharashtra,Beed,2025-03,0,909,21130,22039
Maharashtra,Beed,2025-04,0,232,2441,2673
Maharashtra,Beed,2025-05,0,257,2404,2661
Maharashtra,Beed,2025-07,0,476,2617,3093
Maharashtra,Beed,2025-09,0,1323,7101,8424
Maharashtra,Beed,2025-10,0,983,33570,34553
Maharashtra,Beed,2025-11,0,1289,61606,62895
Maharashtra,Beed,2025-12,0,1368,20777,22145
Maharashtra,Beed,2026-01,0,84,1017,1101
Maharashtra,Bhandara,2025-03,0,444,7519,7963
Maharashtra,Bhandara,2025-06,0,117,1306,1423
Maharashtra,Bhandara,2025-09,0,440,3108,3548
Maharashtra,Bhandara,2025-10,0,224,8697,8921
Maharashtra,Bhandara,2025-11,0,338,15775,16113
Maharashtra,Bhandara,2025-12,0,297,6022,6319
Maharashtra,Bhandara,2026-01,0,19,254,273
Maharashtra,Bid,2025-09,0,56,737,793
Maharashtra,Bid,2025-10,0,25,2898,2923
Maharashtra,Bid,2025-11,0,17,6222,6239
Maharashtra,Bid,2025-12,0,12,1917,1929
Maharashtra,Bid,2026-01,0,0,135,135
Maharashtra,Buldana,2025-09,0,97,1608,1705
Maharashtra,Buldana,2025-10,0,43,4734,4777
Maharashtra,Buldana,2025-11,0,30,15067,15097
Maharashtra,Buldana,2025-12,0,30,3707,3737
Maharashtra,Buldana,2026-01,0,2,161,163
Maharashtra,Buldhana,2025-03,0,629,9261,9890
Maharashtra,Buldhana,2025-04,0,108,1422,1530
Maharashtra,Buldhana,2025-09,0,870,5400,6270
Maharashtra,Buldhana,2025-10,0,437,17887,18324
Maharashtra,Buldhana,2025-11,0,952,66166,67118
Maharashtra,Buldhana,2025-12,0,808,14908,15716
Maharashtra,Buldhana,2026-01,0,51,632,683
Maharashtra,Chandrapur,2025-03,0,275,6717,6992
Maharashtra,Chandrapur,2025-05,0,150,2351,2501
Maharashtra,Chandrapur,2025-06,0,232,3816,4048
Maharashtra,Chandrapur,2025-07,0,187,1532,1719
Maharashtra,Chandrapur,2025-09,0,557,5218,5775
Maharashtra,Chandrapur,2025-10,0,379,22708,23087
Maharashtra,Chandrapur,2025-11,0,655,57738,58393
Maharashtra,Chandrapur,2025-12,0,645,15507,16152
Maharashtra,Chandrapur,2026-01,0,43,568,611
Maharashtra,Chatrapati Sambhaji Nagar,2025-03,0,88,1060,1148
Maharashtra,Chatrapati Sambhaji Nagar,2025-07,0,146,1026,1172
Maharashtra,Chatrapati Sambhaji Nagar,2025-09,0,47,474,521
Maharashtra,Chatrapati Sambhaji Nagar,2025-10,0,58,368,426
Maharashtra,Chatrapati Sambhaji Nagar,2025-11,0,98,1155,1253
Maharashtra,Chatrapati Sambhaji Nagar,2025-12,0,103,1001,1104
Maharashtra,Chatrapati Sambhaji Nagar,2026-01,0,6,65,71
Maharashtra,Chhatrapati Sambhajinagar,2025-03,0,158,1397,1555
Maharashtra,Chhatrapati Sambhajinagar,2025-09,0,262,2668,2930
Maharashtra,Chhatrapati Sambhajinagar,2025-10,0,149,1538,1687
Maharashtra,Chhatrapati Sambhajinagar,2025-11,0,430,4993,5423
Maharashtra,Chhatrapati Sambhajinagar,2025-12,0,412,4902,5314
Maharashtra,Chhatrapati Sambhajinagar,2026-01,0,32,231,263
Maharashtra,Dharashiv,2025-03,0,22,141,163
Maharashtra,Dharashiv,2025-09,0,39,617,656
Maharashtra,Dharashiv,2025-10,0,23,406,429
Maharashtra,Dharashiv,2025-11,0,93,1165,1258
Maharashtra,Dharashiv,2025-12,0,90,1521,1611
Maharashtra,Dharashiv,2026-01,0,2,62,64
Maharashtra,Dhule,2025-03,0,326,6813,7139
Maharashtra,Dhule,2025-04,0,162,1726,1888
Maharashtra,Dhule,2025-06,0,292,2854,3146
Maharashtra,Dhule,2025-07,0,198,1378,1576
Maharashtra,Dhule,2025-09,0,694,5604,6298
Maharashtra,Dhule,2025-10,0,409,11092,11501
Maharashtra,Dhule,2025-11,0,877,24042,24919
Maharashtra,Dhule,2025-12,0,801,11448,12249
Maharashtra,Dhule,2026-01,0,31,540,571
Maharashtra,Dist : Thane,2025-12,0,0,2,2
Maharashtra,Gadchiroli,2025-03,0,153,2707,2860
Maharashtra,Gadchiroli,2025-04,0,47,224,271
Maharashtra,Gadchiroli,2025-05,0,36,339,375
Maharashtra,Gadchiroli,2025-06,0,106,978,1084
Maharashtra,Gadchiroli,2025-07,0,278,2092,2370
Maharashtra,Gadchiroli,2025-09,0,342,2421,2763
Maharashtra,Gadchiroli,2025-10,0,257,10356,10613
Maharashtra,Gadchiroli,2025-11,0,341,22686,23027
Maharashtra,Gadchiroli,2025-12,0,428,8431,8859
Maharashtra,Gadchiroli,2026-01,0,14,245,259
Maharashtra,Gondia,2025-09,0,9,105,114
Maharashtra,Gondia,2025-10,0,5,308,313
Maharashtra,Gondia,2025-11,0,2,509,511
Maharashtra,Gondia,2025-12,0,2,208,210
Maharashtra,Gondia,2026-01,0,0,9,9
Maharashtra,Gondiya,2025-03,0,619,6780,7399
Maharashtra,Gondiya,2025-04,0,168,665,833
Maharashtra,Gondiya,2025-05,0,110,768,878
Maharashtra,Gondiya,2025-06,0,667,4848,5515
Maharashtra,Gondiya,2025-07,0,650,3794,4444
Maharashtra,Gondiya,2025-09,0,587,3590,4177
Maharashtra,Gondiya,2025-10,0,400,14947,15347
Maharashtra,Gondiya,2025-11,0,519,24476,24995
Maharashtra,Gondiya,2025-12,0,444,8226,8670
Maharashtra,Gondiya,2026-01,0,33,254,287
Maharashtra,Gondiya *,2025-09,0,14,181,195
Maharashtra,Gondiya *,2025-10,0,6,677,683
Maharashtra,Gondiya *,2025-11,0,0,909,909
Maharashtra,Gondiya *,2025-12,0,2,424,426
Maharashtra,Gondiya *,2026-01,0,0,8,8
Maharashtra,Hingoli,2025-03,0,403,10609,11012
Maharashtra,Hingoli,2025-09,0,581,4383,4964
Maharashtra,Hingoli,2025-10,0,350,18773,19123
Maharashtra,Hingoli,2025-11,0,535,56027,56562
Maharashtra,Hingoli,2025-12,0,566,12164,12730
Maharashtra,Hingoli,2026-01,0,50,467,517
Maharashtra,Hingoli *,2025-09,0,0,1,1
Maharashtra,Jalgaon,2025-03,0,1354,19254,20608
Maharashtra,Jalgaon,2025-04,0,206,1220,1426
Maharashtra,Jalgaon,2025-06,0,901,5737,6638
Maharashtra,Jalgaon,2025-07,0,128,1008,1136
Maharashtra,Jalgaon,2025-09,0,1617,10766,12383
Maharashtra,Jalgaon,2025-10,0,859,26218,27077
Maharashtra,Jalgaon,2025-11,0,1443,67856,69299
Maharashtra,Jalgaon,2025-12,0,1635,25236,26871
Maharashtra,Jalgaon,2026-01,0,98,1135,1233
Maharashtra,Jalna,2025-03,0,663,8527,9190
Maharashtra,Jalna,2025-09,0,824,5576,6400
Maharashtra,Jalna,2025-10,0,514,15064,15578
Maharashtra,Jalna,2025-11,0,728,33017,33745
Maharashtra,Jalna,2025-12,0,739,13664,14403
Maharashtra,Jalna,2026-01,0,32,426,458
Maharashtra,Kolhapur,2025-03,0,835,13167,14002
Maharashtra,Kolhapur,2025-07,0,107,626,733
Maharashtra,Kolhapur,2025-09,0,1164,8613,9777
Maharashtra,Kolhapur,2025-10,0,788,17714,18502
Maharashtra,Kolhapur,2025-11,0,1361,65764,67125
Maharashtra,Kolhapur,2025-12,0,1178,27065,28243
Maharashtra,Kolhapur,2026-01,0,55,1170,1225
Maharashtra,Latur,2025-03,0,1021,20458,21479
Maharashtra,Latur,2025-04,0,312,3384,3696
Maharashtra,Latur,2025-05,0,202,1930,2132
Maharashtra,Latur,2025-06,0,468,4170,4638
Maharashtra,Latur,2025-07,0,333,2426,2759
Maharashtra,Latur,2025-09,0,997,7409,8406
Maharashtra,Latur,2025-10,0,698,17310,18008
Maharashtra,Latur,2025-11,0,1071,57276,58347
Maharashtra,Latur,2025-12,0,961,18974,19935
Maharashtra,Latur,2026-01,0,59,1015,1074
Maharashtra,Mumbai,2025-03,0,1099,18645,19744
Maharashtra,Mumbai,2025-09,0,1375,15724,17099
Maharashtra,Mumbai,2025-10,0,861,14880,15741
Maharashtra,Mumbai,2025-11,0,1491,42856,44347
Maharashtra,Mumbai,2025-12,0,1405,36895,38300
Maharashtra,Mumbai,2026-01,0,73,2080,2153
Maharashtra,Mumbai City,2025-03,0,971,10212,11183
Maharashtra,Mumbai City,2025-04,0,137,1305,1442
Maharashtra,Mumbai City,2025-05,0,250,1688,1938
Maharashtra,Mumbai City,2025-07,0,89,593,682
Maharashtra,Mumbai City,2025-09,0,487,4774,5261
Maharashtra,Mumbai City,2025-10,0,481,4081,4562
Maharashtra,Mumbai City,2025-11,0,934,10237,11171
Maharashtra,Mumbai City,2025-12,0,961,10200,11161
Maharashtra,Mumbai City,2026-01,0,52,459,511
Maharashtra,Mumbai Suburban,2025-03,0,2938,29489,32427
Maharashtra,Mumbai Suburban,2025-04,0,1197,9514,10711
Maharashtra,Mumbai Suburban,2025-05,0,790,5210,6000
Maharashtra,Mumbai Suburban,2025-06,0,1186,6232,7418
Maharashtra,Mumbai Suburban,2025-07,0,1853,13667,15520
Maharashtra,Mumbai Suburban,2025-09,0,1838,16544,18382
Maharashtra,Mumbai Suburban,2025-10,0,1513,13662,15175
Maharashtra,Mumbai Suburban,2025-11,0,3139,32540,35679
Maharashtra,Mumbai Suburban,2025-12,0,3400,34795,38195
Maharashtra,Mumbai Suburban,2026-01,0,240,1778,2018
Maharashtra,Mumbai( Sub Urban ),2025-09,0,24,547,571
Maharashtra,Mumbai( Sub Urban ),2025-10,0,7,489,496
Maharashtra,Mumbai( Sub Urban ),2025-11,0,10,1758,1768
Maharashtra,Mumbai( Sub Urban ),2025-12,0,9,1202,1211
Maharashtra,Mumbai( Sub Urban ),2026-01,0,1,69,70
Maharashtra,Nagpur,2025-03,0,1975,21153,23128
Maharashtra,Nagpur,2025-04,0,631,5133,5764
Maharashtra,Nagpur,2025-05,0,686,4989,5675
Maharashtra,Nagpur,2025-06,0,637,4089,4726
Maharashtra,Nagpur,2025-07,0,496,3245,3741
Maharashtra,Nagpur,2025-09,0,1774,13116,14890
Maharashtra,Nagpur,2025-10,0,1345,18554,19899
Maharashtra,Nagpur,2025-11,0,2407,51368,53775
Maharashtra,Nagpur,2025-12,0,2257,29333,31590
Maharashtra,Nagpur,2026-01,0,158,1629,1787
Maharashtra,Nanded,2025-03,0,774,18327,19101
Maharashtra,Nanded,2025-07,0,143,781,924
Maharashtra,Nanded,2025-09,0,1255,10104,11359
Maharashtra,Nanded,2025-10,0,919,40612,41531
Maharashtra,Nanded,2025-11,0,1482,137940,139422
Maharashtra,Nanded,2025-12,0,1530,30896,32426
Maharashtra,Nanded,2026-01,0,94,1301,1395
Maharashtra,Nandurbar,2025-03,0,449,3153,3602
Maharashtra,Nandurbar,2025-04,0,224,1711,1935
Maharashtra,Nandurbar,2025-05,0,83,1303,1386
Maharashtra,Nandurbar,2025-06,0,133,1103,1236
Maharashtra,Nandurbar,2025-07,0,514,3936,4450
Maharashtra,Nandurbar,2025-09,0,384,2854,3238
Maharashtra,Nandurbar,2025-10,0,242,6590,6832
Maharashtra,Nandurbar,2025-11,0,417,11247,11664
Maharashtra,Nandurbar,2025-12,0,292,4921,5213
Maharashtra,Nandurbar,2026-01,0,29,309,338
Maharashtra,Nandurbar *,2025-09,0,0,69,69
Maharashtra,Nandurbar *,2025-10,0,0,145,145
Maharashtra,Nandurbar *,2025-11,0,0,255,255
Maharashtra,Nandurbar *,2025-12,0,0,167,167
Maharashtra,Nandurbar *,2026-01,0,0,4,4
Maharashtra,Nashik,2025-03,0,1642,24322,25964
Maharashtra,Nashik,2025-04,0,246,2522,2768
Maharashtra,Nashik,2025-05,0,220,1435,1655
Maharashtra,Nashik,2025-06,0,607,4157,4764
Maharashtra,Nashik,2025-07,0,744,4807,5551
Maharashtra,Nashik,2025-09,0,2466,16864,19330
Maharashtra,Nashik,2025-10,0,1483,29369,30852
Maharashtra,Nashik,2025-11,0,2945,104177,107122
Maharashtra,Nashik,2025-12,0,2888,42792,45680
Maharashtra,Nashik,2026-01,0,160,1647,1807
Maharashtra,Osmanabad,2025-03,0,535,12485,13020
Maharashtra,Osmanabad,2025-05,0,96,1339,1435
Maharashtra,Osmanabad,2025-09,0,483,4027,4510
Maharashtra,Osmanabad,2025-10,0,372,17178,17550
Maharashtra,Osmanabad,2025-11,0,674,62428,63102
Maharashtra,Osmanabad,2025-12,0,545,15003,15548
Maharashtra,Osmanabad,2026-01,0,42,614,656
Maharashtra,Palghar,2025-03,0,1297,17419,18716
Maharashtra,Palghar,2025-05,0,498,4823,5321
Maharashtra,Palghar,2025-06,0,335,2544,2879
Maharashtra,Palghar,2025-07,0,277,2609,2886
Maharashtra,Palghar,2025-09,0,1188,10697,11885
Maharashtra,Palghar,2025-10,0,915,13719,14634
Maharashtra,Palghar,2025-11,0,1742,37229,38971
Maharashtra,Palghar,2025-12,0,1913,24841,26754
Maharashtra,Palghar,2026-01,0,117,1213,1330
Maharashtra,Parbhani,2025-03,0,939,18016,18955
Maharashtra,Parbhani,2025-09,0,831,5650,6481
Maharashtra,Parbhani,2025-10,0,591,22748,23339
Maharashtra,Parbhani,2025-11,0,1035,59451,60486
Maharashtra,Parbhani,2025-12,0,1019,16930,17949
Maharashtra,Parbhani,2026-01,0,77,791,868
Maharashtra,Pune,2025-03,0,5347,67610,72957
Maharashtra,Pune,2025-04,0,1200,11119,12319
Maharashtra,Pune,2025-05,0,1625,12447,14072
Maharashtra,Pune,2025-06,0,2031,15143,17174
Maharashtra,Pune,2025-07,0,2298,18268,20566
Maharashtra,Pune,2025-09,0,3986,31995,35981
Maharashtra,Pune,2025-10,0,2806,40923,43729
Maharashtra,Pune,2025-11,0,5698,131896,137594
Maharashtra,Pune,2025-12,0,5370,82881,88251
Maharashtra,Pune,2026-01,0,457,4163,4620
Maharashtra,Raigad,2025-03,0,357,4108,4465
Maharashtra,Raigad,2025-04,0,194,2692,2886
Maharashtra,Raigad,2025-05,0,183,2047,2230
Maharashtra,Raigad,2025-07,0,608,6345,6953
Maharashtra,Raigad,2025-09,0,356,3526,3882
Maharashtra,Raigad,2025-10,0,228,2797,3025
Maharashtra,Raigad,2025-11,0,654,8123,8777
Maharashtra,Raigad,2025-12,0,676,7873,8549
Maharashtra,Raigad,2026-01,0,58,499,557
Maharashtra,Raigarh,2025-03,0,659,6905,7564
Maharashtra,Raigarh,2025-09,0,753,6709,7462
Maharashtra,Raigarh,2025-10,0,463,13477,13940
Maharashtra,Raigarh,2025-11,0,870,40353,41223
Maharashtra,Raigarh,2025-12,0,734,16464,17198
Maharashtra,Raigarh,2026-01,0,37,740,777
Maharashtra,Raigarh(Mh),2025-09,0,3,83,86
Maharashtra,Raigarh(Mh),2025-10,0,4,167,171
Maharashtra,Raigarh(Mh),2025-11,0,4,377,381
Maharashtra,Raigarh(Mh),2025-12,0,0,208,208
Maharashtra,Raigarh(Mh),2026-01,0,0,16,16
Maharashtra,Ratnagiri,2025-03,0,136,2743,2879
Maharashtra,Ratnagiri,2025-09,0,441,4833,5274
Maharashtra,Ratnagiri,2025-10,0,447,7107,7554
Maharashtra,Ratnagiri,2025-11,0,853,27243,28096
Maharashtra,Ratnagiri,2025-12,0,574,11136,11710
Maharashtra,Ratnagiri,2026-01,0,28,508,536
Maharashtra,Sangli,2025-03,0,371,7722,8093
Maharashtra,Sangli,2025-06,0,109,1059,1168
Maharashtra,Sangli,2025-09,0,648,5833,6481
Maharashtra,Sangli,2025-10,0,422,9023,9445
Maharashtra,Sangli,2025-11,0,834,50702,51536
Maharashtra,Sangli,2025-12,0,619,20070,20689
Maharashtra,Sangli,2026-01,0,44,897,941
Maharashtra,Satara,2025-03,0,428,8659,9087
Maharashtra,Satara,2025-09,0,693,6571,7264
Maharashtra,Satara,2025-10,0,579,12992,13571
Maharashtra,Satara,2025-11,0,972,52578,53550
Maharashtra,Satara,2025-12,0,853,22134,22987
Maharashtra,Satara,2026-01,0,49,1115,1164
Maharashtra,Sindhudurg,2025-03,0,45,601,646
Maharashtra,Sindhudurg,2025-09,0,175,2549,2724
Maharashtra,Sindhudurg,2025-10,0,199,4484,4683
Maharashtra,Sindhudurg,2025-11,0,309,14132,14441
Maharashtra,Sindhudurg,2025-12,0,236,5546,5782
Maharashtra,Sindhudurg,2026-01,0,14,248,262
Maharashtra,Solapur,2025-03,0,1319,26942,28261
Maharashtra,Solapur,2025-07,0,112,1266,1378
Maharashtra,Solapur,2025-09,0,1308,11219,12527
Maharashtra,Solapur,2025-10,0,940,35916,36856
Maharashtra,Solapur,2025-11,0,1655,147794,149449
Maharashtra,Solapur,2025-12,0,1434,42302,43736
Maharashtra,Solapur,2026-01,0,79,1537,1616
Maharashtra,Thane,2025-03,0,4458,52341,56799
Maharashtra,Thane,2025-04,0,1609,12452,14061
Maharashtra,Thane,2025-05,0,2015,15535,17550
Maharashtra,Thane,2025-06,0,2193,16454,18647
Maharashtra,Thane,2025-07,0,2748,22284,25032
Maharashtra,Thane,2025-09,0,3762,33976,37738
Maharashtra,Thane,2025-10,0,2606,41279,43885
Maharashtra,Thane,2025-11,0,5917,125199,131116
Maharashtra,Thane,2025-12,0,5316,70579,75895
Maharashtra,Thane,2026-01,0,376,3740,4116
Maharashtra,Wardha,2025-03,0,870,6546,7416
Maharashtra,Wardha,2025-05,0,198,1067,1265
Maharashtra,Wardha,2025-06,0,209,1254,1463
Maharashtra,Wardha,2025-07,0,176,1207,1383
Maharashtra,Wardha,2025-09,0,291,2249,2540
Maharashtra,Wardha,2025-10,0,243,4087,4330
Maharashtra,Wardha,2025-11,0,475,12897,13372
Maharashtra,Wardha,2025-12,0,575,6893,7468
Maharashtra,Wardha,2026-01,0,23,266,289
Maharashtra,Washim,2025-03,0,230,4436,4666
Maharashtra,Washim,2025-09,0,289,2643,2932
Maharashtra,Washim,2025-10,0,165,5998,6163
Maharashtra,Washim,2025-11,0,360,39299,39659
Maharashtra,Washim,2025-12,0,436,10161,10597
Maharashtra,Washim,2026-01,0,19,380,399
Maharashtra,Washim *,2025-09,0,4,51,55
Maharashtra,Washim *,2025-10,0,1,127,128
Maharashtra,Washim *,2025-11,0,0,749,749
Maharashtra,Washim *,2025-12,0,0,160,160
Maharashtra,Washim *,2026-01,0,0,9,9
Maharashtra,Yavatmal,2025-03,0,861,13636,14497
Maharashtra,Yavatmal,2025-05,0,69,816,885
Maharashtra,Yavatmal,2025-06,0,60,544,604
Maharashtra,Yavatmal,2025-07,0,73,818,891
Maharashtra,Yavatmal,2025-09,0,964,9221,10185
Maharashtra,Yavatmal,2025-10,0,610,25779,26389
Maharashtra,Yavatmal,2025-11,0,870,143460,144330
Maharashtra,Yavatmal,2025-12,0,866,31892,32758
Maharashtra,Yavatmal,2026-01,0,50,878,928
Rajasthan,Ajmer,2025-03,0,2506,34149,36655
Rajasthan,Ajmer,2025-04,0,827,6198,7025
Rajasthan,Ajmer,2025-05,0,536,5213,5749
Rajasthan,Ajmer,2025-06,0,645,5375,6020
Rajasthan,Ajmer,2025-07,0,1284,7687,8971
Rajasthan,Ajmer,2025-09,0,1246,7841,9087
Rajasthan,Ajmer,2025-10,0,708,5469,6177
Rajasthan,Ajmer,2025-11,0,1261,14641,15902
Rajasthan,Ajmer,2025-12,0,2187,20339,22526
Rajasthan,Ajmer,2026-01,0,161,1519,1680
