state,district,month,age_0_5,age_5_17,age_18_plus,total
Maharashtra,Nashik,2025-05,97,14,45,156
Maharashtra,Nashik,2025-06,1956,1576,37,3569
Maharashtra,Nashik,2025-07,2729,1775,111,4615
Maharashtra,Nashik,2025-09,4980,2054,32,7066
Maharashtra,Nashik,2025-10,2259,623,37,2919
Maharashtra,Nashik,2025-11,3285,832,63,4180
Maharashtra,Nashik,2025-12,2831,443,4,3278
Maharashtra,Nashik,2026-01,1086,330,30,1446
Maharashtra,Osmanabad,2025-06,782,372,1,1155
Maharashtra,Osmanabad,2025-07,275,105,10,390
Maharashtra,Osmanabad,2025-09,971,332,0,1303
Maharashtra,Osmanabad,2025-10,581,108,0,689
Maharashtra,Osmanabad,2025-11,727,100,0,827
Maharashtra,Osmanabad,2025-12,687,69,0,756
Maharashtra,Osmanabad,2026-01,272,65,1,338
Maharashtra,Palghar,2025-04,174,90,16,280
Maharashtra,Palghar,2025-05,162,155,14,331
Maharashtra,Palghar,2025-06,817,831,38,1686
Maharashtra,Palghar,2025-07,584,607,26,1217
Maharashtra,Palghar,2025-09,1966,983,47,2996
Maharashtra,Palghar,2025-10,1108,349,23,1480
Maharashtra,Palghar,2025-11,1691,437,14,2142
Maharashtra,Palghar,2025-12,1316,284,10,1610
Maharashtra,Palghar,2026-01,352,142,6,500
Maharashtra,Parbhani,2025-03,17,14,37,68
Maharashtra,Parbhani,2025-04,135,10,16,161
Maharashtra,Parbhani,2025-05,425,90,32,547
Maharashtra,Parbhani,2025-06,689,399,16,1104
Maharashtra,Parbhani,2025-09,1476,446,4,1926
Maharashtra,Parbhani,2025-10,928,170,23,1121
Maharashtra,Parbhani,2025-11,1170,180,61,1411
Maharashtra,Parbhani,2025-12,796,88,9,893
Maharashtra,Parbhani,2026-01,305,84,0,389
Maharashtra,Pune,2025-04,39,11,19,69
Maharashtra,Pune,2025-05,328,97,61,486
Maharashtra,Pune,2025-06,2637,2096,101,4834
Maharashtra,Pune,2025-07,3645,1552,291,5488
Maharashtra,Pune,2025-09,5891,1905,81,7877
Maharashtra,Pune,2025-10,3899,842,138,4879
Maharashtra,Pune,2025-11,5510,1222,377,7109
Maharashtra,Pune,2025-12,4483,747,171,5401
Maharashtra,Pune,2026-01,1467,486,30,1983
Maharashtra,Raigad,2025-04,242,72,21,335
Maharashtra,Raigad,2025-06,189,98,30,317
Maharashtra,Raigad,2025-07,845,296,25,1166
Maharashtra,Raigad,2025-09,496,139,9,644
Maharashtra,Raigad,2025-10,302,60,3,365
Maharashtra,Raigad,2025-11,385,107,35,527
Maharashtra,Raigad,2025-12,304,62,14,380
Maharashtra,Raigad,2026-01,108,34,7,149
Maharashtra,Raigarh,2025-06,544,308,3,855
Maharashtra,Raigarh,2025-09,1475,395,0,1870
Maharashtra,Raigarh,2025-10,891,141,0,1032
Maharashtra,Raigarh,2025-11,1046,171,0,1217
Maharashtra,Raigarh,2025-12,980,96,1,1077
Maharashtra,Raigarh,2026-01,298,54,0,352
Maharashtra,Raigarh(Mh),2025-06,6,4,0,10
Maharashtra,Raigarh(Mh),2025-09,21,9,0,30
Maharashtra,Raigarh(Mh),2025-10,15,0,0,15
Maharashtra,Raigarh(Mh),2025-11,11,1,0,12
Maharashtra,Raigarh(Mh),2025-12,22,5,0,27
Maharashtra,Raigarh(Mh),2026-01,2,0,0,2
Maharashtra,Ratnagiri,2025-06,357,109,5,471
Maharashtra,Ratnagiri,2025-09,665,102,3,770
Maharashtra,Ratnagiri,2025-10,537,35,2,574
Maharashtra,Ratnagiri,2025-11,607,38,18,663
Maharashtra,Ratnagiri,2025-12,505,31,10,546
Maharashtra,Ratnagiri,2026-01,156,9,1,166
Maharashtra,Sangli,2025-05,160,45,20,225
Maharashtra,Sangli,2025-06,1066,537,47,1650
Maharashtra,Sangli,2025-07,958,588,48,1594
Maharashtra,Sangli,2025-09,1434,658,21,2113
Maharashtra,Sangli,2025-10,854,146,30,1030
Maharashtra,Sangli,2025-11,1050,161,6,1217
Maharashtra,Sangli,2025-12,936,81,1,1018
Maharashtra,Sangli,2026-01,361,82,34,477
Maharashtra,Satara,2025-04,192,26,18,236
Maharashtra,Satara,2025-05,150,32,10,192
Maharashtra,Satara,2025-06,838,330,21,1189
Maharashtra,Satara,2025-07,327,116,16,459
Maharashtra,Satara,2025-09,1074,221,26,1321
Maharashtra,Satara,2025-10,822,93,18,933
Maharashtra,Satara,2025-11,1128,101,32,1261
Maharashtra,Satara,2025-12,1308,71,25,1404
Maharashtra,Satara,2026-01,449,48,6,503
Maharashtra,Sindhudurg,2025-06,136,29,0,165
Maharashtra,Sindhudurg,2025-09,344,21,1,366
Maharashtra,Sindhudurg,2025-10,243,6,3,252
Maharashtra,Sindhudurg,2025-11,340,19,11,370
Maharashtra,Sindhudurg,2025-12,193,9,3,205
Maharashtra,Sindhudurg,2026-01,59,2,0,61
Maharashtra,Solapur,2025-04,548,67,45,660
Maharashtra,Solapur,2025-05,473,97,51,621
Maharashtra,Solapur,2025-06,1374,834,37,2245
Maharashtra,Solapur,2025-07,355,172,34,561
Maharashtra,Solapur,2025-09,2315,1054,20,3389
Maharashtra,Solapur,2025-10,1547,336,14,1897
Maharashtra,Solapur,2025-11,2258,437,43,2738
Maharashtra,Solapur,2025-12,2089,320,36,2445
Maharashtra,Solapur,2026-01,820,193,1,1014
Maharashtra,Thane,2025-03,19,13,15,47
Maharashtra,Thane,2025-04,2371,913,150,3434
Maharashtra,Thane,2025-05,1437,799,96,2332
Maharashtra,Thane,2025-06,4339,3954,319,8612
Maharashtra,Thane,2025-07,4036,3165,142,7343
Maharashtra,Thane,2025-09,5713,3003,64,8780
Maharashtra,Thane,2025-10,3715,1244,50,5009
Maharashtra,Thane,2025-11,5542,1810,85,7437
Maharashtra,Thane,2025-12,3981,903,155,5039
Maharashtra,Thane,2026-01,1070,446,31,1547
Maharashtra,Wardha,2025-06,490,37,10,537
Maharashtra,Wardha,2025-09,679,41,1,721
Maharashtra,Wardha,2025-10,295,20,0,315
Maharashtra,Wardha,2025-11,315,9,4,328
Maharashtra,Wardha,2025-12,563,14,0,577
Maharashtra,Wardha,2026-01,191,11,1,203
Maharashtra,Washim,2025-05,198,20,10,228
Maharashtra,Washim,2025-06,435,103,17,555
Maharashtra,Washim,2025-07,378,68,11,457
Maharashtra,Washim,2025-09,691,113,11,815
Maharashtra,Washim,2025-10,447,36,6,489
Maharashtra,Washim,2025-11,488,28,9,525
Maharashtra,Washim,2025-12,810,32,0,842
Maharashtra,Washim,2026-01,240,16,1,257
Maharashtra,Washim *,2025-06,6,2,0,8
Maharashtra,Washim *,2025-09,9,2,0,11
Maharashtra,Washim *,2025-10,5,1,0,6
Maharashtra,Washim *,2025-11,2,1,0,3
Maharashtra,Washim *,2025-12,11,0,0,11
Maharashtra,Washim *,2026-01,5,0,0,5
Maharashtra,Yavatmal,2025-05,281,72,30,383
Maharashtra,Yavatmal,2025-06,1052,398,39,1489
Maharashtra,Yavatmal,2025-07,858,405,39,1302
Maharashtra,Yavatmal,2025-09,1749,440,16,2205
Maharashtra,Yavatmal,2025-10,1074,189,29,1292
Maharashtra,Yavatmal,2025-11,922,121,60,1103
Maharashtra,Yavatmal,2025-12,1331,123,58,1512
Maharashtra,Yavatmal,2026-01,492,66,6,564
Rajasthan,Ajmer,2025-04,1007,196,36,1239
Rajasthan,Ajmer,2025-06,1083,647,21,1751
Rajasthan,Ajmer,2025-07,673,241,18,932
Rajasthan,Ajmer,2025-09,3125,980,17,4122
Rajasthan,Ajmer,2025-10,1102,379,6,1487
Rajasthan,Ajmer,2025-11,1967,552,66,2585
Rajasthan,Ajmer,2025-12,1264,397,6,1667
Rajasthan,Ajmer,2026-01,389,212,7,608
Rajasthan,Alwar,2025-04,784,209,39,1032
Rajasthan,Alwar,2025-05,610,179,10,799
Rajasthan,Alwar,2025-06,2135,1476,49,3660
Rajasthan,Alwar,2025-07,1837,879,41,2757
Rajasthan,Alwar,2025-09,5235,2311,41,7587
Rajasthan,Alwar,2025-10,2064,1129,37,3230
Rajasthan,Alwar,2025-11,2616,1441,87,4144
Rajasthan,Alwar,2025-12,1913,851,29,2793
Rajasthan,Alwar,2026-01,572,410,4,986
Rajasthan,Balotra,2025-11,1,0,0,1
Rajasthan,Balotra,2026-01,0,1,0,1
Rajasthan,Banswara,2025-06,467,736,7,1210
Rajasthan,Banswara,2025-09,1902,1318,3,3223
Rajasthan,Banswara,2025-10,527,416,0,943
Rajasthan,Banswara,2025-11,1014,738,21,1773
Rajasthan,Banswara,2025-12,724,462,5,1191
Rajasthan,Banswara,2026-01,192,239,2,433
Rajasthan,Baran,2025-04,379,60,25,464
Rajasthan,Baran,2025-06,460,332,16,808
Rajasthan,Baran,2025-07,336,91,10,437
Rajasthan,Baran,2025-09,1575,646,14,2235
Rajasthan,Baran,2025-10,440,171,8,619
Rajasthan,Baran,2025-11,993,362,19,1374
Rajasthan,Baran,2025-12,788,306,3,1097
Rajasthan,Baran,2026-01,172,98,3,273
Rajasthan,Barmer,2025-06,2839,1914,54,4807
Rajasthan,Barmer,2025-09,4413,2236,18,6667
Rajasthan,Barmer,2025-10,1446,719,5,2170
Rajasthan,Barmer,2025-11,2305,1148,39,3492
Rajasthan,Barmer,2025-12,1642,810,20,2472
Rajasthan,Barmer,2026-01,510,413,14,937
Rajasthan,Beawar,2025-12,1,0,0,1
Rajasthan,Bharatpur,2025-04,240,37,10,287
Rajasthan,Bharatpur,2025-06,1232,1139,30,2401
Rajasthan,Bharatpur,2025-07,1219,758,21,1998
Rajasthan,Bharatpur,2025-09,3996,2505,37,6538
Rajasthan,Bharatpur,2025-10,1416,1006,16,2438
Rajasthan,Bharatpur,2025-11,2145,1447,79,3671
